movie_production_year,movie_financial_summary_production_budget,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,production_date_year,movie_creative_type_display_name,movie_source_display_name,movie_production_method_display_name,movie_genre_display_name
2014,50000000,191719337,139614539,1/1/2014,Contemporary Fiction,Based on TV,Live Action,Comedy
2014,50000000,59157732,97241912,1/1/2014,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2014,50000000,1224330,2210000,1/1/2014,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2013,50000000,91742160,121000000,1/1/2013,Contemporary Fiction,Original Screenplay,Live Action,Action
2010,50200000,62495645,64435680,1/1/2010,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2006,51000000,72779000,45804844,1/1/2006,Kids Fiction,Original Screenplay,Digital Animation,Comedy
2006,51000000,35093569,11722238,1/1/2006,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2009,52000000,110485654,107083674,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2011,52000000,37081475,38753649,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2008,52000000,143762955,458370497,1/1/2008,Contemporary Fiction,Based on Musical or Opera,Live Action,Musical
2002,52000000,164606800,191005491,1/1/2002,Dramatization,Based on Factual Book/Article,Live Action,Drama
2009,52000000,24077427,29061741,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2006,52000000,118703275,87024032,1/1/2006,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2012,52500000,95720716,38891719,1/1/2012,Dramatization,Based on Real Life Events,Live Action,Drama
2005,53000000,80270227,29578234,1/1/2005,Contemporary Fiction,Based on TV,Live Action,Comedy
2015,53000000,62575678,32765585,1/1/2015,Dramatization,Based on Factual Book/Article,Live Action,Drama
2007,53000000,25031037,25156752,1/1/2007,Fantasy,Original Screenplay,Live Action,Horror
2009,53000000,73357727,57802054,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2001,53000000,57386369,121826827,1/1/2001,Historical Fiction,Original Screenplay,Live Action,Musical
2006,53000000,33602376,30055565,1/1/2006,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2001,53000000,45207112,9000000,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2008,54000000,69951824,96665504,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Drama
2002,54000000,81676888,72661713,1/1/2002,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2006,54000000,75628110,54600000,1/1/2006,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2003,54000000,6068735,1038460,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2005,54000000,26850426,23868947,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Drama
2011,55000000,9489829,13108140,1/1/2011,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action
2007,55000000,217326974,145278059,1/1/2007,Kids Fiction,Based on TV,Animation/Live Action,Comedy
2005,55000000,25857987,22095354,1/1/2005,Science Fiction,Based on TV,Live Action,Action
2006,55000000,7221458,2300000,1/1/2006,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2008,55000000,52075270,77000000,1/1/2008,Fantasy,Based on Fiction Book/Short Story,Live Action,Action
2002,55000000,93932896,69905321,1/1/2002,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2006,55000000,162586036,144739597,1/1/2006,Dramatization,Based on Real Life Events,Live Action,Drama
2008,55000000,33479698,10500665,1/1/2008,Historical Fiction,Original Screenplay,Live Action,Comedy
2004,55000000,6768055,21463389,1/1/2004,Science Fiction,Based on TV,Live Action,Adventure
2003,55000000,104354205,22070910,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2013,55000000,107136417,113511767,1/1/2013,Dramatization,Based on Real Life Events,Live Action,Drama
2010,55000000,98711404,53557629,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2011,55000000,101530738,90634545,1/1/2011,Contemporary Fiction,Based on TV,Live Action,Action
2011,55000000,34353000,33000000,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2004,55000000,66207920,87328062,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Action
2005,55000000,177784257,189000000,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2010,55000000,68224452,121400000,1/1/2010,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Adventure
2013,55000000,55750480,54636592,1/1/2013,Kids Fiction,Original Screenplay,Digital Animation,Comedy
2004,55000000,51225796,107000000,1/1/2004,Historical Fiction,Based on Musical or Opera,Live Action,Musical
2010,55000000,39440655,50216743,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Drama
2014,55000000,76223578,183317852,1/1/2014,Kids Fiction,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2003,55000000,33832741,29704423,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2006,55000000,71452035,15800000,1/1/2006,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2007,55000000,5755286,766543,1/1/2007,Historical Fiction,Original Screenplay,Live Action,Drama
2011,55000000,31051126,105092479,1/1/2011,Kids Fiction,Based on Fiction Book/Short Story,Stop-Motion Animation,Adventure
2003,55000000,70098138,106371290,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Action
2008,55000000,35739802,78065778,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2004,55000000,6167817,63591479,1/1/2004,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2003,55000000,34234008,10782486,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Action
2013,55000000,51178893,28133408,1/1/2013,Kids Fiction,Based on TV,Live Action,Comedy
2005,55000000,89706988,124685916,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2007,55000000,16285240,58585626,1/1/2007,Dramatization,Based on Real Life Events,Live Action,Drama
2004,56000000,46213824,1100000,1/1/2004,Contemporary Fiction,Remake,Live Action,Action
2005,56000000,113006880,85000000,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2003,56000000,135560942,60100000,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2001,57000000,25528495,36569000,1/1/2001,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2010,57000000,51774002,97443353,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Action
2004,57000000,28328132,10000982,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Action
2011,57500000,36931089,21154146,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2010,57500000,60128566,235745624,1/1/2010,Science Fiction,Based on Game,Live Action,Horror
2008,57500000,152647258,262600000,1/1/2008,Contemporary Fiction,Based on TV,Live Action,Comedy
2009,58000000,29580087,50900479,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2016,58000000,361938163,400400000,1/1/2016,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2005,58000000,48318130,52368953,1/1/2005,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy
2013,58000000,44672764,49000000,1/1/2013,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2009,58000000,49876377,489121,1/1/2009,Historical Fiction,Based on Real Life Events,Live Action,Action
2014,58000000,350126372,197200000,1/1/2014,Dramatization,Based on Factual Book/Article,Live Action,Drama
2008,58000000,31230175,9974690,1/1/2008,Historical Fiction,Original Screenplay,Live Action,Romantic Comedy
2015,58000000,80069458,76953750,1/1/2015,Fantasy,Based on Fiction Book/Short Story,Live Action,Horror
2008,60000000,4775656,8300000,1/1/2008,Fantasy,Based on Game,Live Action,Action
2012,60000000,35763137,12055776,1/1/2012,Contemporary Fiction,Original Screenplay,Live Action,Drama
2002,60000000,50586000,53843625,1/1/2002,Science Fiction,Original Screenplay,Live Action,Action
2006,60000000,36280697,41800000,1/1/2006,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2009,60000000,37017955,51814255,1/1/2009,Contemporary Fiction,Based on TV,Live Action,Thriller/Suspense
2006,60000000,61123569,26000000,1/1/2006,Fantasy,Remake,Live Action,Comedy
2002,60000000,121468960,92888411,1/1/2002,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2005,60000000,48478006,52904390,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2005,60000000,25473093,24000000,1/1/2005,Fantasy,Remake,Live Action,Thriller/Suspense
2006,60000000,22545080,26565712,1/1/2006,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2010,60000000,43313890,39498566,1/1/2010,Contemporary Fiction,Based on TV,Live Action,Drama
2002,60000000,43061982,39088201,1/1/2002,Fantasy,Original Screenplay,Animation/Live Action,Action
2008,60000000,11803254,38845552,1/1/2008,Science Fiction,Original Screenplay,Live Action,Comedy
2013,60000000,50577412,80800000,1/1/2013,Contemporary Fiction,Original Screenplay,Live Action,Action
2015,60000000,61982696,130138043,1/1/2015,Contemporary Fiction,Original Screenplay,Live Action,Action
2002,60000000,43119879,24058417,1/1/2002,Science Fiction,Based on TV,Live Action,Adventure
2013,60000000,31165421,44800146,1/1/2013,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure
2010,60000000,90380162,106059531,1/1/2010,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action
2003,60000000,26483452,54284432,1/1/2003,Kids Fiction,Based on Folk Tale/Legend/Fairytale,Hand Animation,Adventure
2014,60000000,50837305,61108946,1/1/2014,Kids Fiction,Based on Fiction Book/Short Story,Stop-Motion Animation,Adventure
2001,60000000,18208078,2333590,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Drama
2009,60000000,42194060,66802053,1/1/2009,Science Fiction,Original Screenplay,Digital Animation,Adventure
2004,60000000,88200225,82000000,1/1/2004,Historical Fiction,Based on TV,Live Action,Comedy
2008,60000000,40081410,38400000,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2003,60000000,4426297,7000793,1/1/2003,Historical Fiction,Original Screenplay,Live Action,Drama
2007,60000000,47003582,48534978,1/1/2007,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2006,60000000,13090630,1725749,1/1/2006,Dramatization,Based on Real Life Events,Live Action,Drama
2003,60000000,35327628,86000000,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2008,60000000,143153751,104658260,1/1/2008,Dramatization,Based on Fiction Book/Short Story,Live Action,Comedy
2003,60000000,106126012,70136827,1/1/2003,Contemporary Fiction,Remake,Live Action,Adventure
2015,60000000,56451232,44300000,1/1/2015,Dramatization,Based on Real Life Events,Live Action,Drama
2009,60000000,109205660,63244763,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2009,60000000,31720158,6668866,1/1/2009,Dramatization,Based on Real Life Events,Live Action,Drama
2009,60000000,40572825,40506741,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2001,60000000,93375151,107324849,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2003,60000000,104148781,60136806,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2004,60000000,74541707,27791141,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Action
2002,60000000,90580000,75310634,1/1/2002,Fantasy,Spin-Off,Live Action,Action
2009,60000000,37491364,87022647,1/1/2009,Dramatization,Based on Factual Book/Article,Live Action,Drama
2004,60000000,100170152,117500000,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Action
2005,60000000,135386665,174657158,1/1/2005,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2004,60000000,59103901,40200000,1/1/2004,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2002,60000000,32122249,22872508,1/1/2002,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2004,60000000,77906816,53061763,1/1/2004,Contemporary Fiction,Remake,Live Action,Thriller/Suspense
2009,60000000,72091016,180000000,1/1/2009,Factual,Based on Real Life Events,Live Action,Documentary
2007,60000000,168213584,85341799,1/1/2007,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2011,60000000,75658097,61893497,1/1/2011,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense
2012,60000000,80070736,137300000,1/1/2012,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2009,60000000,43337279,14267444,1/1/2009,Historical Fiction,Original Screenplay,Live Action,Comedy
2011,60000000,56003051,51590071,1/1/2011,Kids Fiction,Original Screenplay,Stop-Motion Animation,Comedy
2009,60000000,75286229,50750828,1/1/2009,Kids Fiction,Based on Fiction Book/Short Story,Stop-Motion Animation,Adventure
2003,60000000,66723216,24000000,1/1/2003,Kids Fiction,Original Screenplay,Live Action,Comedy
2013,60000000,257784718,199944670,1/1/2013,Kids Fiction,Based on Toy,Digital Animation,Adventure
2002,60000000,93354918,105688391,1/1/2002,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2005,60000000,10166502,430568,1/1/2005,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action
2008,60000000,50877145,39605172,1/1/2008,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure
2010,60000000,80574010,126024779,1/1/2010,Contemporary Fiction,Based on Factual Book/Article,Live Action,Drama
2005,60000000,26082914,44200000,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Action
2016,60000000,709982,193348521,1/1/2016,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action
2013,60000000,12600231,9868389,1/1/2013,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama
2009,60000000,17303424,49352514,1/1/2009,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure
2008,60000000,64506874,98271510,1/1/2008,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense
2003,60000000,53789313,45030476,1/1/2003,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2007,60000000,210592590,243546996,1/1/2007,Historical Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Action
2006,60000000,28426747,119558626,1/1/2006,Kids Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Comedy
2005,60000000,82571173,52444157,1/1/2005,Contemporary Fiction,Remake,Live Action,Comedy
2011,60000000,46000903,58100000,1/1/2011,Dramatization,Based on Factual Book/Article,Live Action,Drama
2004,60000000,279167575,237400000,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2010,60000000,29136626,55017400,1/1/2010,Fantasy,Based on Comic/Graphic Novel,Live Action,Horror
2008,60000000,19806188,19200000,1/1/2008,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2014,61000000,167767189,200800000,1/1/2014,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2012,61000000,75612460,56880555,1/1/2012,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action
2015,61000000,81697192,229000000,1/1/2015,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2007,61000000,118245842,27000000,1/1/2007,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2008,62000000,32200122,7923224,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2001,62000000,15738632,2970216,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Drama
2015,62000000,54117416,91285494,1/1/2015,Historical Fiction,Original Screenplay,Live Action,Western
2002,63000000,213117789,79620837,1/1/2002,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2011,63000000,108085305,80572288,1/1/2011,Kids Fiction,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Comedy
2006,63700000,2223293,131380170,1/1/2006,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2006,64000000,58295702,43000000,1/1/2006,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2014,65000000,115637895,47805041,1/1/2014,Dramatization,Based on Factual Book/Article,Live Action,Drama
2004,65000000,52397389,80000000,1/1/2004,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
